categoria,url,fecha,info,paginas
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/005230-3.pdf,2026-06-13,,143
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/070230-2.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/075230-3.pdf,2026-06-13,,22
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/034250-2.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/040250-2.pdf,2026-06-13,,2
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/033240-2.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/056230-2.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/052220-1.pdf,2026-06-13,,89
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/046240-3.pdf,2026-06-13,,12
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/013240-3.pdf,2026-06-13,,4
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/035260-1.pdf,2026-06-13,,4
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/024260-2.pdf,2026-06-13,,19
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/017230-3.pdf,2026-06-13,,50
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/020240-1.pdf,2026-06-13,,60
